Customer ID,Gender,Age,Income (USD/Month),Payment_Mode
2294,Male,26,19467,Cash
1296,Female,27,10321,Card
1243,Female,21,24552,Card
2009,Male,44,32612,Card
1672,Male,41,4076,Card
785,Male,50,14725,Card
2825,Female,33,15596,Card
807,Male,64,11704,Cash
707,Female,28,6706,Card
2189,Male,20,16897,Cash
2502,Female,57,8497,Card
2278,Female,54,22201,Card
497,Female,19,21065,Cash
1473,Female,51,7609,Card
2025,Female,60,3271,Card
404,Female,35,24059,Card
2010,Male,38,20243,Card
2512,Female,61,19965,Card
1143,Male,35,17076,Cash
385,Female,37,15498,Cash
986,Male,45,13641,Card
562,Female,20,15136,Card
399,Female,19,23901,Cash
2400,Male,60,10969,Card
1584,Female,45,2359,Card
1814,Male,42,17435,Card
2455,Female,31,17023,Card
664,Female,29,13902,Cash
1767,Female,19,19152,Card
2299,Male,22,3589,Cash
1288,Male,47,12392,Card
1431,Female,20,2944,Card
1659,Male,46,18346,Card
1680,Male,36,17062,Cash
173,Male,24,16425,Card
2200,Male,19,17699,Card
1265,Male,33,27457,Card
799,Female,33,4703,Card
17038,Female,35,6222,Card
16565,Male,22,14064,Card
17657,Female,18,7190,Card
16994,Female,64,22689,Card
16184,Female,65,2057,Cash
15999,Male,35,11378,Card
17541,Male,32,17606,Card
16690,Male,41,10248,Card
21670,Female,25,16703,Card
21672,Female,46,8240,Cash
50642,Female,47,24125,Cash
48695,Female,29,3185,Card
45654,Female,28,12557,Card
47106,Female,36,16113,Card
47921,Male,40,16215,Card
47946,Female,43,8349,Card
19830,Female,56,19633,Cash
20917,Male,31,23399,Card
20969,Male,25,11446,Card
19848,Female,28,2078,Card
18226,Female,28,15636,Cash
20376,Male,39,22425,Cash
18774,Female,28,19088,Card
18899,Male,49,12278,Cash
20651,Female,33,18404,Cash
20421,Male,22,27240,Cash
19196,Female,52,24712,Card
18780,Male,49,18437,Card
20271,Female,51,15770,Card
18433,Female,56,18835,Cash
18086,Female,22,3169,Cash
19990,Female,65,27978,Cash
20199,Female,61,23081,Cash
19633,Male,36,18726,Cash
19743,Female,33,6753,Card
20406,Female,36,11266,Card
19011,Male,38,21410,Card
19751,Female,41,2634,Card
19206,Female,46,3065,Cash
20935,Female,23,5089,Cash
19350,Male,52,33449,Card
20564,Female,33,6229,Card
20279,Female,25,13528,Card
19030,Male,27,10104,Card
19174,Male,36,13985,Card
43719,Male,22,9200,Card
43104,Male,48,3162,Card
43484,Female,56,13683,Cash
42046,Female,53,18445,Card
42727,Male,38,26304,Cash
43567,Female,40,22177,Cash
44442,Female,57,16428,Card
43291,Female,32,18918,Card
44846,Female,37,24126,Cash
42299,Female,47,16782,Cash
44205,Male,36,14649,Cash
44449,Male,35,5593,Card
43481,Female,28,7163,Cash
43301,Male,62,21234,Card
43771,Female,31,11573,Cash
42440,Female,30,30284,Cash
44949,Male,50,10894,Card
42047,Female,37,17476,Card
43954,Male,56,6858,Card
43663,Female,39,4272,Card
42560,Male,18,4453,Cash
44633,Female,56,20635,Cash
43876,Female,37,19010,Card
42224,Female,18,16820,Card
43120,Male,50,3222,Cash
42712,Female,23,8037,Card
42830,Male,40,6579,Card
43999,Female,63,13911,Cash
42354,Male,22,23360,Cash
43380,Male,27,4815,Card
43716,Female,27,17563,Cash
43401,Female,30,8783,Card
42229,Male,59,8268,Cash
42399,Male,36,18962,Card
42925,Female,31,10888,Card
42191,Female,32,24160,Card
42309,Male,22,7757,Cash
44828,Female,39,21484,Card
43770,Female,40,19674,Cash
43926,Female,32,10732,Card
43333,Female,31,13760,Cash
42611,Male,18,11396,Cash
42650,Female,23,3058,Card
42088,Male,21,10368,Cash
43157,Female,29,17366,Card
43847,Female,30,12888,Card
44661,Male,57,11262,Cash
44506,Female,46,3792,Card
43668,Female,53,21932,Card
43498,Male,30,14305,Cash
42346,Male,35,5928,Card
43861,Male,39,13714,Cash
42031,Male,48,15787,Card
43453,Male,61,17911,Card
43002,Female,34,3803,Card
44350,Female,32,22228,Card
44197,Female,36,8152,Cash
43810,Male,24,33855,Card
43997,Female,31,14552,Cash
44461,Female,58,29749,Cash
44218,Female,37,30559,Card
43295,Male,24,13121,Card
44827,Male,40,10942,Card
42004,Female,32,16414,Card
42142,Male,57,24240,Cash
42766,Female,26,15942,Card
42515,Male,26,29666,Card
42207,Female,37,7966,Card
44473,Female,29,9714,Card
44690,Female,23,16581,Card
43506,Male,19,4582,Card
43113,Male,26,5562,Cash
43082,Female,26,13038,Card
42267,Male,44,4787,Cash
43557,Female,26,21439,Card
44552,Female,31,20476,Card
44643,Male,63,24448,Card
43953,Male,45,6742,Card
36072,Male,22,15193,Card
37777,Female,62,19882,Card
38730,Male,36,2004,Cash
38238,Male,26,5302,Cash
37320,Female,40,17665,Card
37554,Female,30,10091,Card
36879,Female,56,23432,Cash
37721,Male,44,22166,Card
36650,Female,30,3102,Card
38225,Male,65,11836,Cash
36876,Female,36,7504,Cash
37626,Male,35,26200,Cash
36852,Male,28,24307,Cash
38139,Male,36,12243,Card
38018,Female,27,16014,Card
36625,Female,47,18323,Card
36803,Female,57,12941,Cash
36961,Male,23,4642,Cash
38607,Female,30,5304,Card
37587,Male,28,8624,Card
38437,Male,22,6496,Card
38237,Male,24,19143,Card
36244,Female,22,15124,Cash
36589,Female,54,7850,Card
37857,Female,42,17478,Card
36496,Male,24,5104,Card
36750,Female,53,18528,Cash
38389,Female,45,4690,Card
12615,Male,20,4063,Cash
13195,Female,40,18504,Card
14028,Female,62,24779,Cash
14357,Male,42,31193,Card
13989,Male,53,5070,Cash
12067,Female,48,24221,Card
14967,Female,31,6751,Card
14465,Male,45,4529,Cash
14988,Female,35,22081,Card
12297,Male,48,11590,Card
14335,Female,31,18141,Cash
13476,Female,19,29887,Card
13534,Male,23,26688,Card
39734,Female,26,10053,Card
41240,Male,33,14092,Card
40085,Female,40,6963,Card
40816,Female,48,4886,Cash
40015,Female,57,5305,Card
53945,Male,50,10686,Card
53373,Male,25,4831,Cash
53978,Female,48,30457,Card
53064,Female,25,8111,Cash
52127,Female,48,24847,Card
53911,Female,24,25922,Card
51978,Female,26,18715,Card
53123,Male,37,15158,Cash
52458,Female,43,24078,Cash
52825,Female,50,16169,Cash
52775,Male,36,12820,Card
51389,Male,18,12018,Cash
53023,Male,52,17701,Card
52477,Male,30,22512,Card
52301,Female,30,19903,Cash
52491,Female,25,15047,Card
52399,Female,35,4801,Card
52802,Male,29,12758,Card
51534,Female,31,15177,Cash
51587,Male,39,23470,Cash
53462,Female,20,23232,Card
52729,Female,35,14851,Card
51525,Female,29,8944,Cash
53996,Male,25,8629,Cash
51808,Female,40,5051,Card
51233,Male,40,18757,Cash
53347,Male,30,9072,Card
52595,Female,48,3687,Card
52830,Female,59,5598,Cash
53393,Female,30,4225,Cash
51454,Male,47,7214,Card
52456,Male,19,18965,Cash
52737,Female,22,14729,Cash
53852,Male,51,4172,Card
51288,Male,19,24187,Card
53805,Male,21,30406,Cash
52329,Male,48,24200,Cash
52832,Female,53,19168,Card
51542,Female,39,20151,Cash
52152,Male,34,8195,Cash
52514,Male,56,12699,Cash
53322,Male,35,4325,Card
51292,Male,32,3333,Cash
51555,Female,34,4873,Cash
52845,Male,35,17307,Card
52810,Female,41,15460,Card
51020,Male,26,22158,Cash
53108,Male,59,20332,Card
53232,Female,28,24876,Card
53237,Male,37,12709,Card
51095,Male,40,21611,Card
51966,Male,30,12428,Card
53819,Female,22,27934,Card
52717,Male,35,15997,Card
52466,Female,40,34137,Cash
51885,Female,24,12375,Cash
52220,Female,56,2619,Cash
53158,Male,33,18881,Card
52457,Female,26,14972,Cash
53356,Male,30,4917,Card
51033,Male,18,7468,Cash
51667,Female,20,3076,Cash
52084,Female,45,8115,Card
51307,Male,35,4123,Cash
53271,Female,21,9876,Card
52763,Male,39,5771,Card
52938,Male,31,18717,Cash
51607,Male,26,18598,Card
51396,Female,64,24444,Card
51969,Male,18,9691,Cash
52103,Male,40,16956,Card
51275,Female,20,26065,Cash
52894,Female,34,22449,Card
52307,Female,25,14147,Card
52315,Female,58,9011,Card
51190,Male,28,26245,Cash
53340,Male,36,9074,Card
51522,Male,38,30856,Cash
52622,Female,31,23829,Card
52162,Male,30,29180,Cash
53509,Female,63,16669,Card
51727,Male,21,27164,Cash
52848,Female,35,5855,Card
52010,Male,19,23602,Cash
52006,Male,28,23581,Card
51413,Male,27,20802,Card
53714,Female,56,7596,Cash
51492,Female,40,7644,Cash
51144,Male,24,32424,Card
52248,Female,40,24486,Card
51195,Female,42,13565,Cash
52753,Female,19,6147,Cash
51215,Female,51,17601,Card
51435,Female,27,22996,Cash
51601,Female,42,16120,Cash
51042,Male,39,10200,Card
52181,Female,40,23195,Cash
51501,Male,32,14002,Card
52955,Male,64,15728,Card
53488,Male,49,9241,Card
51917,Male,27,17468,Card
51653,Female,47,30558,Card
52611,Male,40,8806,Cash
51218,Male,39,18089,Card
27870,Female,27,24988,Cash
29496,Female,22,24029,Cash
27152,Male,28,32137,Card
27199,Male,51,14743,Cash
29461,Female,51,11990,Card
27478,Male,33,19986,Cash
35436,Female,34,17274,Cash
33409,Male,33,23889,Card
35072,Male,54,18298,Cash
58869,Female,23,8770,Cash
57664,Male,28,19941,Cash
59077,Female,43,34406,Card
58559,Male,21,21003,Cash
57887,Female,20,10802,Cash
57810,Female,32,15645,Cash
59957,Male,43,15759,Cash
58049,Female,31,17744,Cash
59803,Female,53,24742,Card
59801,Female,38,21336,Card
59254,Male,32,5239,Cash
58841,Male,23,5068,Card
58920,Male,65,13303,Cash
58166,Female,18,15537,Card
57430,Male,38,8580,Cash
58350,Male,51,23543,Card
59990,Male,28,33746,Cash
4401,Male,22,13866,Card
4665,Male,19,20784,Card
4817,Female,33,2635,Card
4085,Female,32,16342,Card
4998,Female,37,11701,Card
4074,Male,25,10416,Card
3566,Male,32,17321,Card
4846,Male,45,20626,Card
3941,Male,21,14422,Card
4390,Female,32,4222,Card
4029,Male,38,16499,Card
5928,Male,58,12190,Card
3915,Male,61,9284,Card
3920,Female,21,32917,Cash
5148,Male,18,6053,Card
5927,Female,31,24846,Card
3333,Male,20,13599,Card
3918,Female,52,22054,Cash
3852,Female,23,27234,Cash
4747,Female,22,4851,Cash
3170,Female,25,10025,Cash
5565,Male,55,23836,Card
3882,Female,59,24837,Card
25683,Female,32,9674,Card
26011,Male,31,2464,Card
24064,Male,24,23581,Cash
30036,Female,39,19379,Cash
31948,Male,26,17522,Cash
31853,Female,35,10421,Cash
30338,Female,20,23749,Card
8768,Female,23,5324,Cash
7182,Male,46,24611,Card
8718,Female,28,19422,Card
8754,Male,57,19016,Cash
6328,Male,32,24308,Cash
8971,Female,45,7163,Card
6226,Male,35,6997,Card
8578,Male,35,18788,Cash
7240,Male,38,22786,Card
7120,Male,48,13073,Card
8200,Female,65,23002,Card
8090,Female,25,7785,Cash
6522,Male,35,15410,Card
8497,Male,55,23831,Cash
6883,Male,19,30440,Card
7285,Male,37,9094,Cash
8007,Male,20,17311,Card
6118,Female,23,19292,Card
8175,Male,24,12571,Card
8743,Female,21,14982,Card
8808,Female,29,11764,Cash
6927,Male,20,21960,Card
7870,Male,25,20685,Cash
6300,Female,21,7568,Cash
8140,Male,23,11501,Card
7673,Female,18,3787,Card
6538,Female,27,12313,Card
8893,Male,19,32971,Cash
7851,Male,29,33797,Cash
6820,Female,65,23068,Card
7319,Female,48,19736,Card
7206,Male,21,18886,Cash
6687,Female,43,31571,Card
8261,Female,24,13494,Card
7587,Male,39,7847,Card
7757,Female,40,17929,Card
6394,Female,19,9105,Card
6209,Female,41,4690,Card
6581,Male,31,14711,Card
6176,Male,48,13294,Card
6671,Male,18,13891,Card
7860,Female,28,20908,Cash
8451,Female,61,16745,Cash
8073,Male,19,10533,Cash
8064,Female,47,18417,Card
6676,Male,20,22122,Card
10618,Female,58,23300,Cash
9052,Female,22,21864,Card
11174,Female,49,22640,Cash
10798,Female,25,15031,Card
11820,Male,18,14714,Cash
11956,Male,64,4525,Card
11120,Male,25,13090,Card
56125,Female,18,21388,Card
54139,Female,38,18645,Card
56905,Female,65,14780,Cash
55115,Female,25,15619,Cash
55968,Female,29,20823,Card
55591,Male,39,21154,Card
56289,Female,19,2633,Card
56848,Male,63,2744,Card
972,Female,20,8169,Card
1172,Female,61,9475,Cash
2836,Male,54,14979,Cash
94,Male,36,4891,Card
1490,Male,18,7918,Card
1977,Female,34,6164,Card
48,Male,18,20946,Cash
17228,Male,61,24967,Cash
15513,Male,39,10477,Card
15455,Female,34,7344,Card
16699,Female,35,20530,Card
17147,Male,35,11058,Card
17801,Male,61,9763,Card
23602,Female,22,4556,Card
21479,Male,34,16380,Cash
22992,Male,26,17040,Card
49036,Male,60,23734,Card
50358,Male,26,6326,Card
46803,Male,28,19607,Card
45379,Male,23,5141,Card
47119,Male,20,20482,Cash
45007,Female,28,23535,Cash
19543,Male,29,19176,Cash
18152,Male,39,11307,Card
19821,Male,35,29269,Cash
20724,Female,24,15486,Card
18830,Female,40,4289,Card
19156,Male,23,18628,Card
20558,Male,43,2095,Card
20816,Male,31,19470,Card
18279,Female,24,3895,Card
18136,Female,62,3773,Cash
20227,Female,65,9791,Cash
19721,Male,25,9083,Card
20308,Female,33,23586,Cash
19621,Male,26,8756,Cash
18025,Female,36,13297,Cash
19347,Female,44,21621,Card
19548,Male,30,8458,Cash
18540,Male,19,22737,Cash
18060,Female,26,18551,Card
19488,Male,55,19997,Card
18867,Male,24,16665,Card
18718,Male,52,9091,Cash
20844,Female,58,6937,Card
44149,Male,23,9284,Card
42708,Male,64,16513,Cash
43480,Male,31,15621,Card
43046,Male,34,11505,Card
42600,Female,42,16638,Card
44551,Female,52,12860,Cash
43995,Female,20,28645,Card
43007,Male,26,31905,Card
44426,Female,30,3907,Card
42597,Male,27,23221,Card
44649,Female,24,11799,Card
44058,Male,40,18108,Card
43409,Male,62,17544,Card
44187,Male,42,22790,Card
44243,Male,45,8869,Card
42406,Male,37,18439,Cash
43517,Male,34,12183,Card
42450,Male,65,16865,Cash
42781,Male,26,7088,Card
44299,Female,20,12179,Card
44055,Female,27,13531,Card
42967,Male,43,8747,Cash
42238,Male,23,9897,Card
42509,Female,62,3284,Card
43395,Female,40,8365,Card
43410,Female,18,6475,Card
43856,Female,23,6336,Cash
44855,Male,35,2155,Cash
44315,Male,53,17690,Card
42539,Female,40,4558,Card
44616,Male,23,9543,Cash
42768,Female,53,14786,Card
44045,Male,24,17688,Cash
44524,Male,51,6436,Cash
44938,Male,25,25664,Cash
42249,Female,47,9273,Card
44032,Male,34,2994,Card
44397,Male,31,2226,Cash
44493,Male,38,24874,Card
43226,Female,39,16590,Card
43585,Female,32,11218,Cash
42677,Female,27,21720,Cash
42314,Male,33,15158,Card
43613,Male,40,9343,Cash
43610,Male,27,5427,Card
44413,Female,26,9022,Cash
42670,Female,56,14697,Cash
43643,Female,31,19397,Cash
44673,Male,21,17035,Cash
42481,Female,31,2413,Card
45000,Female,34,33225,Card
44815,Male,54,12746,Card
43537,Male,30,3305,Cash
42569,Male,18,23958,Cash
43360,Male,61,13561,Cash
43543,Male,39,13206,Cash
42488,Female,46,14570,Card
43461,Male,33,18593,Cash
43207,Female,19,11186,Cash
42506,Male,37,8955,Cash
44165,Female,36,9677,Cash
44305,Male,40,19916,Card
42127,Male,50,6938,Card
43588,Female,31,7705,Card
44914,Female,30,23171,Cash
42211,Male,39,11033,Cash
43915,Male,38,2404,Card
42028,Female,40,23416,Card
44879,Male,31,13686,Cash
42668,Male,29,8140,Cash
44380,Female,54,13956,Card
42029,Female,36,11014,Cash
42113,Male,26,30426,Cash
42154,Female,39,16024,Cash
42466,Male,22,19681,Card
44319,Female,19,4558,Card
42310,Male,57,3028,Card
42649,Female,29,22054,Card
44236,Female,31,19369,Card
42214,Male,56,8107,Card
42700,Female,20,11345,Card
42586,Male,22,16554,Cash
37654,Male,20,14864,Card
36862,Female,25,11023,Card
38525,Female,18,18114,Card
37549,Female,42,12201,Card
36457,Male,39,9674,Card
38474,Male,46,7726,Card
38965,Female,34,23023,Cash
37024,Male,32,23586,Card
36826,Male,32,4376,Card
36055,Female,36,23367,Card
37787,Female,31,2385,Card
36786,Male,51,12102,Cash
12472,Male,62,19075,Cash
12510,Male,45,19322,Cash
14057,Male,26,16512,Card
12018,Male,31,2173,Card
13411,Female,48,24561,Cash
12301,Male,36,10217,Card
13774,Male,32,21113,Cash
12638,Female,23,17334,Card
40008,Male,53,22919,Card
39217,Female,21,8485,Card
40497,Female,21,8222,Card
40501,Male,21,10944,Cash
52300,Male,39,22855,Cash
53950,Female,22,10481,Cash
52659,Female,22,22817,Cash
53924,Female,49,15675,Card
51134,Female,32,14310,Card
53346,Female,35,18497,Card
52142,Male,23,14668,Card
29074,Female,24,15957,Card
27922,Male,24,15830,Card
29835,Female,23,22587,Card
29766,Female,58,22894,Cash
28492,Male,37,6888,Card
27014,Female,27,12234,Card
28423,Female,31,3067,Card
27886,Male,45,10797,Card
27226,Female,65,19915,Card
27084,Female,34,3540,Cash
28478,Female,24,31912,Cash
28394,Female,56,15827,Cash
29828,Male,43,34203,Cash
29157,Female,38,33015,Cash
27444,Female,53,12109,Card
27013,Male,28,12223,Card
33634,Female,30,21515,Cash
34116,Female,27,24702,Card
33119,Male,34,3225,Card
35908,Female,27,9268,Card
34767,Female,34,23210,Card
35892,Male,62,10275,Cash
58743,Male,19,30034,Cash
59654,Female,21,22726,Card
58358,Male,21,9841,Card
59919,Female,34,16500,Card
57575,Female,28,28559,Card
57065,Male,35,17667,Card
58011,Male,37,6375,Cash
59257,Male,27,10656,Card
58972,Female,23,22397,Card
58655,Male,20,5916,Cash
57354,Male,31,3460,Card
58076,Female,30,10949,Cash
57693,Female,64,10085,Cash
59561,Female,50,25988,Cash
58730,Male,25,19298,Cash
59501,Female,22,12669,Cash
57337,Female,50,4785,Card
57694,Male,23,34004,Cash
57790,Male,58,11810,Card
58353,Female,35,3620,Card
58995,Male,22,17558,Cash
57680,Male,60,32382,Card
58794,Female,64,2911,Card
59096,Male,31,25927,Card
59765,Female,31,9602,Card
59108,Male,38,3818,Cash
59964,Male,31,11266,Card
59122,Female,65,5687,Card
57558,Male,46,21777,Cash
58170,Female,22,8899,Card
58022,Female,37,11170,Card
59458,Male,63,24460,Cash
59205,Female,22,22007,Cash
58622,Male,21,6840,Card
59757,Female,19,16813,Card
57313,Male,40,6395,Card
59529,Female,18,12311,Card
57403,Female,23,17022,Card
59347,Male,26,9408,Card
58537,Male,41,11169,Card
59815,Female,38,26503,Card
59327,Male,30,4486,Cash
57438,Male,24,2664,Card
57181,Male,39,18313,Card
58199,Male,27,7144,Card
57083,Male,46,4944,Cash
59835,Male,19,26492,Cash
58884,Male,22,15544,Card
57326,Male,21,22995,Cash
57074,Female,38,15731,Card
59657,Male,61,18065,Cash
57603,Male,41,14743,Cash
57271,Female,33,17864,Card
57903,Male,40,19238,Cash
57100,Female,36,12692,Card
58374,Male,45,25806,Cash
58542,Male,33,16950,Cash
59566,Male,40,20147,Card
57535,Female,18,21676,Card
57550,Male,63,9405,Card
59143,Male,57,6191,Card
59821,Male,42,3169,Card
59868,Male,32,20312,Card
57961,Female,58,13450,Cash
59370,Male,46,7514,Card
57021,Male,32,20362,Card
58711,Male,23,4560,Card
58378,Female,61,11777,Card
59409,Female,37,14724,Card
57688,Female,36,15222,Cash
57363,Female,34,20302,Card
58417,Female,22,12024,Card
57831,Female,35,11903,Card
57599,Female,39,23730,Cash
59694,Male,32,15165,Cash
59672,Male,54,23797,Card
57039,Male,29,24965,Cash
59046,Male,40,20245,Card
58522,Female,43,11145,Card
58325,Male,58,4649,Cash
57463,Male,35,32266,Cash
57385,Female,26,18405,Card
57528,Female,20,20711,Card
3436,Male,64,16638,Card
3624,Male,46,3650,Card
3525,Male,39,11469,Cash
5923,Female,32,17129,Card
3143,Male,25,17393,Card
4123,Male,28,3874,Card
5754,Female,18,32162,Card
3045,Female,20,18571,Cash
5775,Female,32,18160,Cash
5146,Female,32,6466,Card
3457,Male,25,23879,Card
4288,Male,28,24881,Cash
4272,Female,32,19401,Card
5853,Female,64,3568,Card
5586,Female,28,11446,Card
4964,Female,37,18409,Card
4165,Female,33,3850,Cash
5780,Male,20,5656,Cash
5082,Male,30,21874,Cash
3138,Male,35,34392,Card
3818,Female,37,16432,Card
4647,Male,21,15243,Cash
3058,Male,21,10986,Card
3389,Female,61,9058,Card
4066,Female,31,4254,Card
3002,Male,18,20059,Cash
3873,Male,37,23076,Card
5507,Female,35,13475,Card
3206,Male,65,3830,Card
3344,Female,45,29782,Card
4707,Male,60,4186,Card
5042,Female,32,22856,Cash
5224,Female,26,13948,Card
5070,Male,21,3052,Card
4876,Male,30,5984,Card
3419,Female,22,27907,Card
4644,Male,27,23698,Card
4336,Female,30,24673,Card
5571,Male,19,10025,Card
4174,Male,19,15991,Card
5027,Male,21,17288,Cash
3723,Female,62,30694,Card
5607,Male,30,5446,Cash
4738,Male,28,5212,Card
5647,Male,18,24068,Cash
5751,Female,48,4008,Card
5145,Female,25,3092,Cash
5069,Female,22,20101,Cash
3690,Female,38,2044,Card
3289,Female,28,16702,Cash
4252,Female,36,20742,Cash
5854,Male,31,6768,Cash
3166,Female,24,13442,Card
5513,Female,51,17731,Card
3007,Male,30,16008,Cash
4855,Male,18,18397,Card
4256,Female,44,7471,Cash
5150,Female,40,28613,Card
5714,Female,28,2104,Cash
4224,Female,30,6499,Card
4482,Male,65,9173,Card
3057,Male,19,9346,Cash
4386,Female,20,20991,Cash
3324,Female,23,21840,Card
3502,Female,45,18697,Card
5318,Female,39,6990,Cash
5490,Female,18,13900,Card
3844,Male,20,11896,Cash
5526,Female,27,18567,Card
5098,Male,21,12337,Cash
4780,Male,31,13191,Cash
5874,Female,21,13152,Card
5419,Male,38,22647,Cash
5661,Female,20,9810,Card
4361,Male,33,16243,Card
4766,Male,33,7516,Card
3839,Male,34,10293,Card
4067,Male,30,11275,Cash
3736,Male,52,10651,Card
5413,Female,22,2894,Card
4444,Male,20,13243,Card
4506,Male,39,7085,Cash
4767,Female,52,5044,Card
5680,Male,60,8207,Card
5406,Female,47,13194,Cash
4656,Female,64,2438,Card
3071,Male,47,23802,Card
5658,Female,34,10537,Card
4882,Female,56,15849,Card
4618,Female,62,7209,Card
3660,Female,31,16383,Card
4502,Male,31,5919,Cash
3447,Male,55,12179,Cash
4749,Male,62,29044,Cash
4296,Male,26,9013,Card
4110,Female,25,13684,Card
4292,Male,32,28331,Card
4809,Female,29,23350,Card
4870,Female,40,14475,Card
5651,Male,56,21343,Cash
4684,Male,22,15253,Cash
4436,Female,21,14314,Card
4461,Female,19,25959,Card
3484,Male,34,22281,Cash
4305,Female,54,7089,Cash
5199,Female,34,26562,Card
5213,Male,19,20490,Card
5995,Male,40,24911,Cash
5622,Female,53,3281,Card
3427,Male,30,14077,Card
4025,Male,30,24631,Cash
5252,Male,23,20108,Cash
3264,Male,28,18272,Card
3914,Male,31,6122,Cash
4369,Female,48,7817,Card
4053,Male,21,9302,Cash
4020,Female,18,7746,Card
4540,Female,32,8441,Cash
4038,Female,19,31525,Card
4831,Female,20,12781,Card
24992,Male,39,3521,Card
25078,Male,55,4011,Card
24568,Female,29,15541,Card
25641,Male,33,9564,Card
25838,Male,18,13532,Card
25442,Female,24,7149,Cash
24328,Female,35,24621,Cash
26914,Female,62,32037,Cash
26032,Female,49,22933,Cash
24767,Female,23,13563,Card
26393,Female,35,3969,Cash
24516,Male,56,9910,Card
26668,Male,64,18588,Card
24263,Male,54,20667,Card
25009,Female,27,28014,Card
25184,Female,27,5913,Cash
25761,Female,46,17932,Cash
26533,Female,31,18857,Cash
25658,Female,31,7979,Cash
24581,Male,40,10790,Cash
25457,Female,37,16174,Card
24541,Female,32,22162,Card
25306,Male,19,12363,Card
24693,Male,25,23251,Card
31793,Female,38,22714,Cash
30627,Male,20,18781,Card
30508,Female,29,7254,Card
32357,Male,50,2364,Cash
30808,Female,59,10333,Card
31406,Male,52,2793,Cash
32188,Male,57,21594,Card
32602,Female,40,17635,Cash
31834,Male,27,20969,Card
8804,Female,21,7053,Cash
8285,Female,20,30327,Card
8514,Male,26,14675,Cash
7661,Female,18,10576,Card
7751,Female,58,18523,Cash
7037,Female,37,26963,Card
7312,Male,31,12881,Cash
8211,Male,64,7052,Cash
7225,Female,44,6700,Card
6202,Male,64,12021,Card
7760,Female,27,14217,Cash
7260,Female,27,6710,Cash
7163,Female,43,18120,Cash
8540,Male,33,20844,Card
8151,Male,34,3345,Card
6859,Female,34,7820,Cash
7573,Male,49,9594,Cash
8940,Male,39,18899,Card
8981,Male,52,7219,Cash
6003,Female,29,4404,Card
8646,Male,23,15998,Card
6207,Female,32,7393,Card
8482,Male,22,8223,Card
7177,Male,19,5940,Cash
7972,Female,36,16646,Card
6815,Male,59,19239,Card
8527,Female,56,32428,Card
8591,Female,31,3681,Card
7189,Female,39,8440,Card
6421,Female,38,20573,Cash
7142,Male,33,5021,Card
7052,Male,60,14655,Cash
7911,Female,23,15421,Cash
6312,Female,26,32250,Card
6555,Male,44,20902,Card
8918,Male,40,3948,Cash
7720,Male,32,22344,Cash
8731,Female,20,16321,Card
7226,Female,40,9055,Card
7447,Male,28,34205,Card
6336,Female,59,6892,Card
8474,Male,65,6099,Card
6911,Female,21,4430,Cash
6679,Male,20,15867,Cash
7954,Female,42,7323,Card
6456,Male,19,27311,Card
8119,Male,62,4909,Cash
8606,Female,40,15840,Card
7035,Female,39,4201,Card
8335,Female,49,20884,Cash
6288,Male,24,32488,Cash
7545,Female,32,4533,Card
8939,Female,25,17184,Cash
6082,Female,52,19126,Cash
6115,Female,22,19975,Card
6403,Female,40,24207,Card
7332,Female,18,21810,Card
8036,Male,37,3994,Cash
8226,Female,56,20203,Cash
6206,Female,36,5174,Card
8489,Male,38,27136,Card
8780,Female,27,22132,Cash
8370,Male,39,3597,Cash
6795,Male,30,5760,Card
8526,Female,33,15749,Card
8385,Male,45,12048,Cash
7869,Male,39,11770,Card
7656,Male,32,18252,Card
8136,Male,38,16901,Card
8750,Male,26,14822,Cash
8806,Male,30,12924,Cash
7631,Male,43,17090,Cash
8783,Female,20,19028,Card
6767,Female,33,9493,Cash
6790,Male,39,6311,Card
7130,Female,47,25052,Card
6734,Female,21,6219,Cash
6174,Male,26,9294,Cash
6836,Female,40,15871,Card
7958,Female,36,8371,Card
8473,Female,34,2572,Cash
7740,Female,24,33949,Card
7123,Male,32,5093,Card
6990,Male,45,7574,Card
8093,Female,29,31354,Card
8190,Female,27,20704,Cash
8133,Female,30,11502,Card
7501,Male,21,16850,Cash
8947,Male,23,15555,Card
7582,Female,49,20989,Card
6657,Male,23,26937,Card
6453,Male,26,2298,Cash
6143,Female,52,25907,Cash
8573,Male,33,9705,Cash
6606,Male,32,23982,Cash
9422,Male,36,17483,Card
11442,Female,34,9976,Cash
11357,Female,31,14394,Card
10046,Female,22,3259,Cash
9513,Male,57,13110,Cash
11295,Male,32,34314,Card
11563,Male,38,7612,Card
11725,Female,36,21032,Cash
56314,Female,40,3655,Cash
55091,Female,57,2925,Cash
55746,Male,65,18758,Card
55650,Female,30,8183,Card
54100,Male,33,11481,Cash
1834,Female,27,10378,Card
2796,Female,26,3204,Card
2517,Male,29,9170,Card
1247,Male,23,19430,Card
2124,Male,29,23829,Card
1106,Female,62,21867,Card
2377,Male,53,23016,Cash
2349,Male,35,34052,Cash
259,Female,37,12939,Cash
2166,Female,26,13290,Card
1731,Male,47,17662,Cash
1501,Female,35,15912,Cash
2496,Male,20,3940,Card
2873,Male,22,5629,Cash
2042,Male,18,3831,Card
624,Female,28,3072,Card
2087,Female,31,31537,Cash
1344,Male,23,22227,Cash
2038,Male,22,27207,Card
